   1.2204021399898381E-007  0.49968808602144199        7.9053952275914149E-002  0.59290464206935600        48228177.107939489     
   5.7840242441518225E-007  0.49851267011785994        6.2831853071795862       0.45287891818128118        48159089.140828542     
   6.5579967011659621E-007  0.49833165296688064        6.2695475431962411       0.42871234092304084        48147620.007795520     
   1.6776428136641187E-006  0.49592689861480216        6.0880065606359182       0.10695572771742756        47993314.446911402     
   1.7573538081544493E-006  0.49573854389186450        6.0737457969402611        8.1673240517681128E-002   47981165.282998033     
   1.9354986343161299E-006  0.49535514782848505        6.0413873789505983        2.4283923919271439E-002   47954748.496563241     
   2.0102276360193985E-006  0.49519233170708815        6.0276900621525629        6.2831853071795862        47943428.917684011     
   2.8972470756264204E-006  0.49325516069063902        5.8643062867009412        5.9934523920881198        47808138.615277857     
   3.1154907037518696E-006  0.49282792497800326        5.8236375402129292        5.9212853893583448        47776368.227425724     
   3.1590311095543600E-006  0.49274267013990647        5.8155167561705259        5.9068741218206418        47770021.041745819     
   3.1686691924486411E-006  0.49272341113583551        5.8137026635179128        5.9036581333068678        47768574.691946447     
   4.0078444113736053E-006  0.49104088374642046        5.6548667764616223        5.6220190700125627        47641719.472390383     
   4.3381059842244329E-006  0.49046435064499849        5.5917478129227316        5.5100152821887978        47595782.894864529     
   4.6097298096311676E-006  0.48997639143832677        5.5394153702758429        5.4172997607862357        47556426.533891022     
   5.0951437445419766E-006  0.48910168275711186        5.4454272662223024        5.2507558640853116        47485639.884612262     
   5.4809291582733066E-006  0.48852374687078581        5.3701029241837226        5.1171839891945723        47436727.967909984     
   6.0141646174973005E-006  0.48769146447033207        5.2652123392331474        4.9315733547609151        47365231.399014272     
   6.1620975117680690E-006  0.48745993680377891        5.2359877559829835        4.8798513844916798        47345287.023142435     
   6.5908938041495113E-006  0.48693904206648470        5.1506964530408981        4.7287999245762977        47298915.110653058     
   6.6372358913829085E-006  0.48687927913094803        5.1414061518208625        4.7123889803846852        47293514.574545413     
   7.2093869007570834E-006  0.48614132404856236        5.0265482457436645        4.5094751166617311        47226683.364826798     
   7.3849720096865346E-006  0.48598396738506616        4.9911491270176116        4.4468955899392890        47212120.099291712     
   7.6694812906836010E-006  0.48572850765333048        4.9336433171373484        4.3452295624002026        47188450.272283450     
   8.2421056144584698E-006  0.48517034375044721        4.8171087355043447        4.1397388013617853        47135787.144625738     
   8.6930437612170279E-006  0.48492170299973014        4.7251778039723442        3.9775441844164043        47112121.708482414     
   8.7231605704475405E-006  0.48490506842600750        4.7190248066433034        3.9666879830208432        47110537.242417470     
   8.7316909597337598E-006  0.48489971289398676        4.7172702217604128        3.9636001273051980        47110017.627080798     
   9.2636476519694037E-006  0.48456536277396367        4.6076692252650249        3.7707060909027543        47077545.608735695     
   9.7531655301828085E-006  0.48447351381455939        4.5068710445582409        3.5932391003332724        47068677.471577354     
   1.0058605910758488E-005  0.48439544063922391        4.4436389262715243        3.4821617379334282        47060976.732478641     
   1.0277816514767633E-005  0.48433938599345516        4.3982297150257059        3.4023914630378691        47055445.603940487     
   1.0767069346302857E-005  0.48443304964220152        4.2971770359273043        3.2248410233011358        47064494.004984736     
   1.0995919192978865E-005  0.48446353304993450        4.2497049370351538        3.1415926535897900        47067506.696573772     
   1.1290648227209495E-005  0.48450265292279887        4.1887902047863861        3.0347717732152444        47071372.141372301     
   1.1381110309217034E-005  0.48455480318148658        4.1702007484711547        3.0021717312255580        47076345.697236605     
   1.1772488158436154E-005  0.48478011948849531        4.0899204127338296        2.8613907854655674        47097816.977224253     
   1.2309782805599266E-005  0.48506424956251221        3.9793506945470671        2.6678010575588398        47125540.876232982     
   1.2713433647814623E-005  0.48545382884591781        3.8969445359480397        2.5235464640970857        47161660.788199969     
   1.2771765985223997E-005  0.48550999854978771        3.8850714584443904        2.5027635966027861        47166862.090886965     
   1.2942422545946962E-005  0.48566793129950780        3.8502890819142923        2.4419482381692914        47181874.420315199     
   1.3335209397115052E-005  0.48603319835330339        3.7699111843077477        2.3014218523627061        47216543.391333252     
   1.3766455254972301E-005  0.48661694626003760        3.6825940679136377        2.1488220891860976        47268437.585791372     
   1.4056332995594127E-005  0.48700158019922157        3.6238683308548363        2.0462712526929518        47303512.344783649     
   1.4370479100412215E-005  0.48741731431006086        3.5604716740684288        1.9355766054482313        47341340.273474738     
   1.4762280497086040E-005  0.48809458220176472        3.4824481116667316        1.7994167673102228        47398284.333735310     
   1.5420668636680892E-005  0.48922080844600113        3.3513595573265946        1.5707963267948950        47495314.972866222     
   1.5422326875120032E-005  0.48922362578438400        3.3510321638291094        1.5702254405153351        47495556.991849072     
   1.5422837786553201E-005  0.48922468583010548        3.3509330037173339        1.5700526259565786        47495640.310491510     
   1.5767058891607818E-005  0.48993467073192543        3.2845817918344342        1.4544286728875648        47551348.959289268     
   1.6509876866142685E-005  0.49145766561199611        3.1415926535897900        1.2053481403316320        47673795.665907785     
   1.6647882612935705E-005  0.49179013293419727        3.1155009941524754        1.1599426573103682        47697850.505483732     
   1.6787794848612805E-005  0.49212883088502613        3.0889423965456264        1.1137289528396077        47722319.344252542     
   1.6844944030636449E-005  0.49226601284626209        3.0781446817310361        1.0949365378542415        47732523.609707944     
   1.7623031692732020E-005  0.49412544967864258        2.9321531433504706       0.84092227210353687        47870211.768703848     
   1.7822514433270525E-005  0.49466921980873879        2.8954805983783727       0.77719747910833892        47905999.601978354     
   1.8314622169363732E-005  0.49600500505180839        2.8054785218403957       0.62073666546933459        47996284.564981967     
   1.8770789260924830E-005  0.49723699809721622        2.7227136331111512       0.47690640630858244        48079109.395525709     
   1.8875494192207350E-005  0.49755140362514338        2.7041685105693078       0.44472537304152626        48097730.765586324     
   1.9848572623169629E-005  0.50047715909636370        2.5329042272909983       0.14722578314374460        48275263.264540687     
   1.9856217294499838E-005  0.50049999999999994        2.5315712699935955       0.14491119356258755        48276641.493213303     
   1.9954227829594145E-005  0.50079839586624186        2.5151508761476027       0.11470623621929060        48293320.507295065     
   1.9965522013873143E-005  0.50083255186635312        2.5132741228718323       0.11124999327008363        48295287.692662627     
   2.0176445943145696E-005  0.50152995563156777        2.4791893543227670        4.8584099784636431E-002   48330292.680402905     
   2.0339333084288310E-005  0.50207130485234353        2.4527599188321596        6.2831853071795862        48357410.264446557     
   2.1109507123155376E-005  0.50460016768902871        2.3296225139144724        6.0569100783505023        48483462.811425440     
   2.1272264408504554E-005  0.50513590734606517        2.3038346126325124        6.0094281555402516        48510846.309294023     
   2.1586914564605993E-005  0.50623007192014591        2.2554876148259440        5.9205828236303217        48559052.469781347     
   2.2308536070274072E-005  0.50871348390087900        2.1460536022598187        5.7195571446081059        48667900.940870784     
   2.2653675218003771E-005  0.50992028519533050        2.0943951023931930        5.6242819590810136        48722005.608244970     
   2.3457449516709394E-005  0.51268028255667941        1.9779337143238607        5.4097248966595899        48827935.345878750     
   2.3557225774783856E-005  0.51301852955116423        1.9636905680731620        5.3834918389823283        48840865.606420755     
   2.3747028254981106E-005  0.51368480417247753        1.9371494588536615        5.3343301804939314        48866885.356087856     
   2.4119021225796149E-005  0.51499682113086320        1.8849555921538739        5.2376683585321118        48917991.526972003     
   2.4885425153554062E-005  0.51725556344186852        1.7808997756397438        5.0443433362483603        48994168.089086153     
   2.5499955474177867E-005  0.51921057372032364        1.6995222521067710        4.8924352568263076        49060629.267727986     
   2.5684043696293322E-005  0.51978818109772740        1.6755160819145547        4.8476296586810568        49080207.523900978     
   2.6250080925179550E-005  0.52074825306760320        1.6036189327817159        4.7123889803846852        49109556.636991687     
   2.6324855593313091E-005  0.52087386894665710        1.5942175066262245        4.6947054665282613        49113392.211133361     
   2.7369346739389007E-005  0.52292936758106012        1.4660765716752353        4.4519120932983984        49176005.625912949     
   2.7752665621060685E-005  0.52284881933539273        1.4194958563226951        4.3630336152406333        49173627.853126474     
   2.7938153544724816E-005  0.52280984247820239        1.3969542530921040        4.3200221171813835        49172477.118672609     
   2.8495435494499096E-005  0.52275829081995684        1.3297271953040297        4.1915398446024232        49170967.792688146     
   2.9102152793695482E-005  0.52270224642420071        1.2566370614359161        4.0518461082600492        49169326.745939158     
   2.9740759577982431E-005  0.52144791012850567        1.1789489036846295        3.9034371208020513        49130575.974764861     
   3.0069221189957273E-005  0.52076631544317875        1.1384625347256201        3.8260800300574651        49109643.371655576     
   3.0802641731803243E-005  0.51923176321932951        1.0471975511965965        3.6516800729694268        49062402.843074568     
   3.1637210341392032E-005  0.51687019759974229       0.94071798593658351        3.4493833943075209        48981430.143623061     
   3.2272334291713633E-005  0.51493615896783529       0.85782546113142200        3.2920983048958754        48914980.319848560     
   3.2423689582442646E-005  0.51446864529242387       0.83775804095727735        3.2540171342835773        48898871.898120247     
   3.2858992593253985E-005  0.51313672014674583       0.77816941793959793        3.1415926535897900        48847241.003052533     
   3.3448406900190783E-005  0.51131111272587570       0.69631475157229661        2.9871310101627340        48776182.160692692     
   3.3927454638005955E-005  0.50973990679810377       0.62831853071795807        2.8590363800467715        48714617.430008993     
   3.4271527614093689E-005  0.50871403877131627       0.57803974217810761        2.7645017395409117        48669691.896456495     
   3.5104930699588247E-005  0.50620568518967290       0.45476478359289790        2.5326552033931793        48559283.946256079     
   3.5343527848529280E-005  0.50546252252786195       0.41887902047863868        2.4652608999160055        48526234.150587521     
   3.6124681805723867E-005  0.50329992606467822       0.29857225750921390        2.2392919313191042        48420016.463860109     
   3.6642991933574808E-005  0.50185546777496270       0.21796469062770910        2.0878380195994328        48348663.154594459     
   3.6697092983577250E-005  0.50170194505660370       0.20943951023931934        2.0718279167533908        48341005.466160879     
   3.7169038201264508E-005  0.50049999999999994       0.13354872225515646        1.9292439369362886        48275723.961620919     
   3.7823317691035459E-005  0.49882882528561306        2.1282232477403910E-002   1.7304130703754244        48177701.624382086     
   3.7946251373122369E-005  0.49851267011785871        6.2831853071795862        1.6927131852152595        48159089.140828654     
   3.8023648618823892E-005  0.49833165296687931        6.2695475431962322        1.6685466079570044        48147620.007795624     
   3.8333741263184610E-005  0.49759958261407827        6.2143848753410991        1.5707963267948950        48100802.372383259     
   3.8999656791597194E-005  0.49602215550152229        6.0952163700398660        1.3595716514144924        47999455.146046154     
   3.9119658331924351E-005  0.49573854389186262        6.0737457969402611        1.3215075075516620        47981165.282998152     
   3.9297803158086140E-005  0.49535514782848300        6.0413873789505850        1.2641181909532297        47954748.496563353     
   3.9358759576490652E-005  0.49522233066819904        6.0302142036204867        1.2443093768965865        47945515.150556453     
   4.0258267113733523E-005  0.49325516069063713        5.8643062867009412       0.95010135194251533        47808138.615277968     
   4.0519758101692136E-005  0.49274267013990447        5.8155167561705134       0.86352308167501524        47770021.041745916     
   4.0836596808192425E-005  0.49211040739349948        5.7559137356126193       0.75785219363247980        47722471.091218024     
   4.1370750695203908E-005  0.49104088374641841        5.6548667764616223       0.57866802986695942        47641719.472390495     
   4.1701012268054844E-005  0.49046435064499633        5.5917478129227183       0.46666424204316981        47595782.894864626     
   4.2272823313586568E-005  0.48943841732925053        5.4816367641244037       0.27157123426576008        47512926.631907515     
   4.2459928974403487E-005  0.48910168275710986        5.4454272662223024       0.20740482393970847        47485639.884612359     
   4.2845714388134925E-005  0.48852374687078376        5.3701029241837093        7.3832949048945842E-002   47436727.967910074     
   4.3057732243287480E-005  0.48819241290797299        5.3283763928220376        6.2831853071795862        47408302.042887039     
   4.3526040879564494E-005  0.48745993680377697        5.2359877559829835        6.1196856515256632        47345287.023142546     
   4.3669737254150068E-005  0.48728555304412186        5.2074491699828309        6.0691459121784401        47329777.187663145     
   4.3954478137173754E-005  0.48693904206648270        5.1506964530408856        5.9686341916102581        47298915.110653162     
   4.4572867941216612E-005  0.48614132404856042        5.0265482457436645        5.7493093836957128        47226683.364826910     
   4.5029570023242507E-005  0.48573230997684419        4.9344995865618593        5.5865777022661076        47188802.826736242     
   4.5033811144099141E-005  0.48572850765332848        4.9336433171373359        5.5850638294341621        47188450.272283554     
   4.5034954454248387E-005  0.48572739246914215        4.9334106935691757        5.5846536658709169        47188345.219632879     
   4.5605042147032061E-005  0.48517034375044527        4.8171087355043447        5.3795730683957670        47135787.144625843     
